Battery_ID,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
9487033,94.0,5715.06,4915.998178357183,3.908,3.634,4220.390968121133,5.98,5.98,409
9487033,93.0,30012.24,-9295.102577288433,3.789,3.666,1887.8057361928065,5.98,10066.5,406
9487033,95.0,16229.37,4189.331601133926,3.847,3.528,6057.504223894264,8205.99,5.98,104
9487033,96.0,32893.64,19614.97473656919,3.835,3.672,-113.58400001004338,3165.85,2072.64,117
9487033,96.0,35042.34,7796.153692545918,3.902,3.746,3768.336170946925,5.98,10155.89,100
9487033,98.0,34257.01,11364.111033770785,3.867,3.692,356.4192969120736,10558.79,5.98,291
9487033,98.0,8.69,-18879.951444334903,3.865,3.665,7220.171571357168,15607.47,19753.21,170
9487033,100.0,8.69,-5861.898750156147,3.908,3.734,39.49035755922205,17350.43,20137.34,398
9487033,100.0,25938.58,15526.624248310249,3.908,3.59,-113.58400001004338,11610.61,19754.05,437
9487033,102.0,8.69,4458.880311901485,3.957,3.637,8289.427064031572,6706.38,20474.32,399
9487033,103.0,31549.41,-18747.71815777801,3.936,3.66,-113.58400001004338,2233.11,6437.37,514
9487033,103.0,3577.7,16767.021706481104,3.877,3.506,5506.620261692378,837.57,3020.6,554
9487033,103.0,8.69,7760.7804188843165,3.936,3.553,3705.711125930759,5.98,18523.78,561
9487033,103.0,8.69,3164.5785347948276,3.944,3.588,8343.903119525296,4877.04,15782.25,567
9487033,104.0,8.69,-14396.406151369692,3.937,3.622,945.6874307354392,1109.23,5.98,710
9487033,104.0,14705.2,-8408.44861252905,3.908,3.488,5619.323985003917,15504.62,3919.44,764
9487033,104.0,8.69,-2075.4238322128904,3.875,3.59,-113.58400001004338,16036.19,9253.71,525
9487033,105.0,2521.88,18558.01918612944,3.887,3.53,3768.336170946925,17362.79,22622.29,610
9487033,104.0,9458.96,-6263.417654191703,3.867,3.531,3752.709803695647,9653.12,10029.68,503
9487033,106.0,8.69,11951.460750528597,3.955,3.463,5432.451438353002,1165.99,5.98,495
9487033,106.0,23948.51,4168.886966767848,3.908,3.65,1242.1434333878037,5.98,5.98,689
9487033,108.0,36149.6,-2584.684144148443,3.879,3.318,1049.5517797053053,6766.11,13162.0,551
9487033,110.0,8.69,-11612.220301152249,3.924,3.748,6536.295550561917,5.98,4264.03,600
9487033,110.0,8.69,-17798.48653544564,3.935,3.52,6982.704768388244,6340.46,5.98,733
9487033,110.0,8452.15,-3493.2922802364155,3.998,3.483,4298.211348999466,7520.32,13844.06,679
9487033,112.0,8943.7,2918.026844265455,3.908,3.49,-113.58400001004338,13230.54,5721.34,790
9487033,114.0,4484.93,-5615.733519913569,3.975,3.64,8269.401415072094,2917.11,10066.5,574
9487033,115.0,1973.66,-11283.25777527559,3.943,3.552,4570.669711371782,6237.34,17244.1,750
9487033,118.0,8.69,8556.326118919404,3.948,3.482,-113.58400001004338,21770.46,716.27,681
9487033,120.0,8.69,5879.767833850033,3.904,3.48,979.5498878728963,5.98,13681.84,667
9487033,120.0,8.69,1729.7571530306536,3.932,3.71,2181.2066329791046,14180.32,14606.09,554
9487033,122.0,8.69,-10620.523539553225,3.922,3.463,13687.271580143726,17264.92,13025.98,648
9487033,122.0,18254.65,1239.7846717497057,3.816,3.518,3768.336170946925,5.98,5.98,706
9487033,125.0,16614.72,27.215827776618653,3.893,3.478,-113.58400001004338,10101.31,5.98,627
9487033,128.0,8932.54,7463.91392965326,3.983,3.727,10326.486442312753,5461.27,5.98,635
9487033,129.0,8.69,-16855.450827296692,3.928,3.656,-113.58400001004338,5.98,6227.42,658
9487033,130.0,8.69,8647.315610693859,3.936,3.727,359.825648808338,5.98,5.98,579
9487033,130.0,39711.31,5190.293101020381,4.017,3.497,8741.829230198075,10083.23,10066.5,730
9487033,132.0,15651.12,20526.67410675171,3.986,3.544,14062.175975796194,15163.48,5758.31,669
9487033,134.0,8.69,9029.079659872039,3.937,3.522,4476.749352454357,5.98,11471.74,821
9487033,134.0,10746.12,-23929.790026950213,3.908,3.474,3768.336170946925,5.98,5.98,554
9487033,135.0,8.69,1890.941570211266,3.903,3.463,-113.58400001004338,5.98,3631.18,554
9487033,135.0,2072.83,3293.6692683788433,3.938,3.658,2709.1553993222606,13739.34,10445.49,474
9487033,137.0,4581.27,6331.575204848393,3.994,3.432,3748.2698470985915,1499.48,12463.12,492
9487033,139.0,8.69,-8726.494783815768,3.883,3.578,12232.702729289116,5.98,14778.3,622
9487033,138.0,1927.16,5068.0466026459935,3.913,3.61,8707.9441910153,1943.57,4159.22,717
9487033,140.0,58102.87,6678.085649714434,3.908,3.633,8045.722175097986,4006.11,30071.91,618
9487033,140.0,8.69,16307.772874025328,3.904,3.545,9547.048919258361,26848.11,13393.1,468
9487033,142.0,8.69,1239.7846717497057,3.877,3.578,-113.58400001004338,13027.88,1812.03,480
9487033,142.0,13112.23,-13881.709623929893,3.976,3.597,-113.58400001004338,7478.69,16037.36,496
9487033,143.0,7441.81,-1896.9271370933827,4.005,3.524,7591.182060592756,5.98,7049.27,613
9487033,144.0,8.69,22193.27462533382,3.877,3.43,6939.109721791268,10347.81,2708.1,653
9487033,146.0,8205.07,-4795.681598827643,3.963,3.584,2064.737149556049,5461.27,5.98,704
9487033,145.0,8.69,1239.7846717497057,3.908,3.579,9779.396943906493,7723.95,5.98,666
9487033,146.0,11426.34,-5900.14857020296,3.876,3.695,1775.026920778763,5.98,10497.15,727
9487033,144.0,17133.06,828.2097046483998,3.922,3.468,3214.3437766032803,5461.27,23156.29,637
9487033,145.0,23073.35,-2133.6626915181832,3.898,3.551,-113.58400001004338,5.98,6546.09,638
9487033,145.0,8.69,-6690.437782857902,3.921,3.536,4681.628359518572,5.98,508.21,669
9487033,144.0,10159.44,1239.7846717497057,3.871,3.551,85.25763367215359,5.98,20113.62,610
9487033,145.0,8.69,-10155.390739982293,3.847,3.669,9237.957309995269,7715.83,5.98,695
9487033,148.0,8.69,-10080.18550094203,3.884,3.579,6343.788511531155,5.98,10614.91,562
9487033,151.0,8.69,15534.05719397126,3.915,3.615,816.6707643730851,976.93,5935.78,712
9487033,154.0,8.69,-10618.854443458098,3.908,3.594,-113.58400001004338,5.98,23809.67,554
9487033,152.0,8.69,-3851.318771039144,3.898,3.624,-113.58400001004338,12853.65,4637.65,498
9487033,153.0,39513.06,-8645.754277113088,3.927,3.454,5971.06777245372,789.24,15690.23,485
9487033,152.0,19405.71,3862.061925942363,3.851,3.506,3768.336170946925,5.98,5.98,645
9487033,153.0,9738.95,-16414.39711435698,3.896,3.558,9083.508635365877,3922.72,15147.66,557
9487033,153.0,8396.94,-23243.56026075019,3.997,3.622,8514.7730221939,5.98,13923.61,642
9487033,154.0,39872.28,19290.31492887546,3.961,3.579,-113.58400001004338,5.98,5.98,692
9487033,156.0,27739.3,-18432.094058268434,3.89,3.473,3380.5627301911586,13331.77,9572.91,700
9487033,157.0,4581.27,-13626.685724428398,3.985,3.578,4659.958710452613,10457.2,6792.76,648
9487033,159.0,25732.65,-6791.895877611388,3.948,3.509,-113.58400001004338,5.98,10066.5,738
9487033,159.0,15611.11,-3580.03418240466,3.935,3.437,8912.045069770944,10424.63,16980.59,682
9487033,158.0,8.69,1589.9852296948848,3.913,3.471,-113.58400001004338,14393.58,12290.96,747
9487033,158.0,11293.85,10582.471181063154,3.909,3.555,1888.7423469278617,5009.21,21019.01,662
9487033,157.0,18511.17,5722.432220494042,3.903,3.473,560.9424327078932,3602.11,3405.55,741
9487033,157.0,8.69,-5004.914268267118,3.959,3.579,3589.2573547139345,2476.4,11096.12,556
9487033,157.0,1939.45,-4749.088539304241,3.908,3.594,-113.58400001004338,10375.14,5.98,643
9487033,158.0,8.69,-8523.607279096683,3.869,3.571,-113.58400001004338,5.98,13165.43,573
9487033,160.0,8.69,15540.184085383828,3.824,3.644,9104.735213819771,15762.95,8056.68,609
9487033,162.0,15122.38,-7358.291356818331,3.808,3.519,-113.58400001004338,1873.54,389.65,611
9487033,163.0,8.69,-15746.453900434408,3.926,3.598,-113.58400001004338,3350.26,5.98,479
9487033,163.0,3532.04,15319.657228913973,3.885,3.514,5460.137978168634,3599.33,20195.05,529
9487033,165.0,8.69,-16785.051186626988,3.942,3.574,7908.422251269036,5.98,11097.54,633
9487033,166.0,14742.62,-13451.270178907698,3.894,3.659,4471.327348958774,15372.09,21255.27,720
9487033,166.0,8.69,9180.657250259686,3.938,3.59,6394.063762449933,24427.91,5.98,671
9487033,166.0,17523.61,-16473.99693238753,3.936,3.565,-113.58400001004338,1477.03,26536.3,674
9487033,166.0,8.69,3295.200543032174,3.936,3.484,-113.58400001004338,17127.77,1431.77,670
9487033,167.0,8.69,1239.7846717497057,3.885,3.563,1565.3123632151623,5.98,5.98,716
9487033,170.0,8.69,1239.7846717497057,3.945,3.551,11154.917753232296,18288.86,5.98,522
9487033,170.0,393.85,1239.7846717497057,3.898,3.39,749.9808151631382,5.98,15361.56,624
9487033,168.0,8.69,1239.7846717497057,3.966,3.587,-113.58400001004338,4655.43,2988.22,654
9487033,168.0,8.69,1239.7846717497057,3.976,3.502,10832.359082774212,5.98,9559.82,738
9487033,169.0,27530.28,-8684.987895744438,3.899,3.578,231.95522530053358,5461.27,19072.33,767
9487033,169.0,8.69,4753.360361240352,3.859,3.57,11551.593417154658,706.83,5.98,610
9487033,171.0,8.69,-3314.4399385671004,3.994,3.505,185.52028245010706,2615.53,19138.51,554
9487033,171.0,15839.33,14625.957764668457,3.908,3.498,1304.8020793991127,9333.33,18402.84,778
9487033,172.0,8.69,-5441.619546643205,3.949,3.611,7853.372122093114,4564.97,21089.0,743
9487033,173.0,29764.16,4166.620644424933,3.968,3.622,-113.58400001004338,7610.83,5.98,714
9487033,173.0,8.69,22174.780108344192,3.88,3.602,3768.336170946925,5.98,10169.69,642
9487033,174.0,8.69,-794.1687033965363,3.944,3.546,11108.536408730397,1442.58,15348.37,652
9487033,175.0,8.69,17330.464445335012,3.902,3.495,15729.76370879748,5.98,5.98,773
9487033,178.0,8.69,-16774.444986306065,3.873,3.451,14314.007680316154,5.98,14757.64,644
9487033,177.0,8.69,-1070.2225862169123,3.943,3.465,1779.2951994168297,5.98,17001.84,554
9487033,179.0,8.69,-13522.279371319984,3.927,3.578,5267.856351481805,10378.17,14999.34,741
9487033,180.0,8746.91,2424.4938636881325,4.006,3.538,6986.995629071629,6874.06,3644.41,773
9487033,178.0,13844.88,1239.7846717497057,3.903,3.478,10407.096726061076,5.98,14696.85,755
9487033,178.0,22896.1,-7768.415697219748,3.936,3.565,32.040459186736825,5.98,11134.11,583
9487033,180.0,25100.96,-5733.070437561309,3.938,3.544,5181.956699745042,5.98,25875.79,614
9487033,182.0,9886.39,-4138.008883567761,3.96,3.379,8292.332801911132,17045.21,5.98,740
9487033,184.0,10850.04,-846.1161819587267,4.01,3.578,2707.7203511531834,2405.59,5.98,685
9487033,185.0,12464.68,-5829.463426253827,3.916,3.623,19710.624603796045,15222.83,24392.14,667
9487033,185.0,4855.78,18088.55139798921,3.925,3.553,1050.1691129682945,5.98,1375.61,775
9487033,187.0,12984.31,-5443.650339985586,3.91,3.469,7881.254418313647,7363.92,5.98,735
9487033,191.0,8.69,18442.45534693292,3.842,3.383,11784.648831174218,8472.81,15270.32,634
9487033,193.0,8.69,1721.290210406307,3.91,3.616,2715.9141646752178,5192.42,9332.36,584
9487033,194.0,8.69,11077.465741223241,3.937,3.417,-109.8164125583894,4002.29,11804.15,598
9487033,195.0,8.69,10212.313714183427,3.859,3.671,-113.58400001004338,12854.71,16849.29,619
9487033,195.0,11139.96,-8927.010415136514,3.914,3.519,4582.325447666663,4353.14,16103.17,599
9487033,196.0,19082.33,1277.7152544782114,3.908,3.605,3768.336170946925,12162.54,5.98,609
9487033,197.0,2717.69,3208.49247994964,3.866,3.566,-113.58400001004338,12410.89,5.98,595
9487033,199.0,11042.56,2527.8925515720916,3.918,3.613,2922.6255822842686,19910.5,10801.75,616
9487033,200.0,20898.16,-7703.121948793786,3.919,3.578,2747.6177918838503,6254.54,1583.23,466
9487033,199.0,8.69,-5536.571572944253,3.907,3.696,2590.3919337895127,8485.65,124.27,447
9487033,199.0,3769.99,977.5233537546263,3.863,3.568,-113.58400001004338,5.98,2008.85,514
9487033,200.0,27566.03,10542.865556588906,3.908,3.664,3970.5715823082605,10657.68,14268.82,430
9487033,202.0,29802.29,-22259.845937780123,3.832,3.688,915.2345903682685,21388.33,18755.01,392
9487033,203.0,8.69,4452.551730574092,3.921,3.705,-113.58400001004338,5.98,3538.7,297
9487033,205.0,13100.93,-1604.4458348104292,3.853,3.618,9410.253418465807,5.98,5.98,337
9487033,207.0,8.69,-1162.1084776128112,3.912,3.583,-113.58400001004338,11243.06,5.98,355
9487033,208.0,2658.88,1551.8830634732153,3.908,3.686,-113.58400001004338,5.98,10066.5,445
9487033,208.0,2373.33,2929.66524875047,3.836,3.74,-113.58400001004338,4486.49,5399.31,479
9487033,210.0,2781.95,34132.666796839,3.908,3.617,9286.545165190355,5.98,174.28,554
9487033,211.0,24782.66,16391.702770581105,3.911,3.603,4246.783257459885,5461.27,28996.94,445
9487033,212.0,8.69,-10436.994681058839,3.841,3.522,3952.8051581537843,5.98,31098.0,428
9487033,214.0,10941.8,-4610.99414382254,3.881,3.679,6190.8435834617185,5.98,1834.41,367
9487033,216.0,8071.44,-18021.128895022106,3.85,3.63,6218.852937696273,5.98,16032.14,425
9487033,216.0,17647.62,-3993.1650471363982,3.841,3.701,779.566015258968,5.98,5693.18,428
9487033,215.0,15502.58,7399.783707935934,3.856,3.725,-113.58400001004338,5.98,23816.71,343
9487033,217.0,8.69,14435.215578420313,3.864,3.683,5397.594146893764,3261.12,5.98,424
9487033,218.0,970.78,5716.429032229233,3.815,3.719,5557.318857942674,20022.87,25870.99,365
9487033,220.0,8.69,15507.02267778814,3.81,3.684,3887.4982231831896,5.98,30563.67,339
9487033,221.0,36814.18,3816.2330470962424,3.877,3.577,-113.58400001004338,5461.27,23564.47,273
9487033,221.0,8.69,3394.512432992019,3.84,3.549,4147.926749112273,5.98,5.98,404
9487033,223.0,27246.39,-6871.705025107387,3.878,3.776,-113.58400001004338,13744.49,10066.5,554
9487033,224.0,8.69,-6609.9097228655055,3.825,3.599,-113.58400001004338,5461.27,11068.81,436
9487033,224.0,8.69,9490.905641239464,3.86,3.662,3080.366270200947,5.98,5.98,356
9487033,226.0,30646.08,508.76741896377166,3.89,3.595,4765.918428362501,5.98,7461.32,442
9487033,226.0,14317.49,-1357.4292490273854,3.908,3.609,5822.890376674879,9651.57,5.98,327
9487033,227.0,8.69,2970.780410187229,3.961,3.593,-18.48401044905313,9602.43,3874.93,580
9487033,226.0,8.69,6284.132358483863,3.923,3.62,10786.865239860621,5.98,3798.41,492
9487033,225.0,3342.96,-19678.5700022723,3.938,3.694,3768.336170946925,5.98,14297.73,436
9487033,227.0,39106.66,689.8390219958764,3.869,3.459,14502.446414242695,16761.34,24445.6,615
9487033,227.0,8.69,21296.086172223226,3.958,3.628,-113.58400001004338,12805.57,18936.89,589
9487033,228.0,10765.92,-11719.274618742407,3.951,3.637,7668.5081531478045,4439.82,32349.52,441
9487033,228.0,12504.99,-554.8867017471193,3.944,3.649,16412.15611642258,5.98,7749.82,468
9487033,230.0,21867.95,17245.858663464667,3.853,3.578,-113.58400001004338,12546.4,26717.63,685
9487033,228.0,19586.41,6242.53045205266,3.946,3.71,-113.58400001004338,743.28,26100.69,476
9487033,229.0,1984.89,18970.354047997338,3.778,3.67,8929.807072741847,1931.35,13580.82,456
9487033,231.0,1911.08,-196.38063714691793,3.889,3.82,9368.22850420057,29122.53,5864.86,365
9487033,233.0,45603.45,5515.591145244578,3.732,3.673,1113.4233264157792,5.98,1790.59,445
9487033,233.0,14596.34,764.586312879535,3.756,3.708,3768.336170946925,5.98,5.98,189
9487033,234.0,37361.75,-1804.084115001687,3.811,3.676,4622.322058945748,5.98,24723.65,72
9487033,236.0,4581.27,-9904.072556515846,3.851,3.73,1534.881288674805,18970.34,9767.97,176
9487033,236.0,9103.9,1239.7846717497057,3.853,3.797,716.8325492179888,14504.06,9150.38,181
9487033,236.0,8.69,8653.116212644221,3.908,3.66,-113.58400001004338,48206.0,12841.61,161
9487033,235.0,8.69,-10582.09309498269,3.887,3.64,-113.58400001004338,5.98,5.98,267
9487033,234.0,41812.68,1239.7846717497057,3.863,3.53,6104.575000960471,7501.11,13005.79,500
9487033,236.0,8.69,-11761.808780779913,3.894,3.643,8267.003365102952,5.98,5.98,362
9487033,236.0,10648.4,-17699.71226115876,3.76,3.533,6026.511591022127,2018.08,15346.73,452
9487033,239.0,8.69,11275.235700503505,3.848,3.727,8153.765290743149,7831.14,16819.97,373
9487033,240.0,15884.92,-7608.46842356668,3.862,3.627,-113.58400001004338,8953.51,33943.47,397
9487033,241.0,13803.19,-11263.393559664397,3.908,3.725,-113.58400001004338,5.98,10066.5,344
9487033,243.0,8.69,4650.218379797984,3.77,3.651,5381.918398422904,8590.84,2307.14,314
9487033,247.0,8.69,11722.609927174015,3.908,3.658,3768.336170946925,5.98,15800.04,301
9487033,248.0,8.69,1239.7846717497057,3.896,3.56,4891.094310529041,7865.52,7044.77,506
9487033,248.0,8.69,2834.5887349519944,3.868,3.579,-113.58400001004338,5.98,6556.78,414
9487033,251.0,8.69,-8979.0580663564,3.796,3.578,10538.681487914551,22212.02,7593.51,451
9487033,252.0,2594.14,16808.12342192354,3.883,3.748,-113.58400001004338,5.98,15363.96,435
9487033,254.0,47742.72,8021.412642617374,3.748,3.616,2859.123714538575,35742.77,18362.44,457
9487033,257.0,12506.78,1926.7212490512393,3.754,3.594,3163.1954439564574,23831.87,10609.62,186
9487033,261.0,8.69,-5618.738699644458,3.874,3.761,-113.58400001004338,5.98,5.98,119
9487033,261.0,8.69,-5937.06634041231,3.779,3.625,1809.4993652126598,5.98,31782.38,249
9487033,262.0,8.69,-24105.758651037344,3.871,3.739,-113.58400001004338,1055.68,13788.18,301
9487033,262.0,9785.04,-2142.769887572146,3.83,3.704,9490.03768908657,5.98,3582.6,305
9487033,263.0,31614.46,-4020.009078399963,3.849,3.688,6572.043744519901,2037.48,35518.32,291
9487033,265.0,8.69,-12297.970493554802,3.82,3.752,3886.062426813816,5461.27,10066.5,288
9487033,266.0,4581.27,15330.741210233125,3.869,3.645,12109.033654501929,10644.97,21550.4,141
9487033,268.0,8.69,-26223.55116227769,3.755,3.723,4492.755397347108,7993.6,21017.38,554
9487033,270.0,8.69,678.6044455403222,3.779,3.59,-113.58400001004338,6941.22,5.98,279
9487033,271.0,31427.36,-6563.1974421924515,3.815,3.586,7140.36063759856,5.98,5.98,202
9487033,270.0,4692.25,6497.639957718003,3.958,3.681,2016.5266593833367,5.98,10066.5,141
9487033,270.0,32121.5,14836.721036461548,3.746,3.73,-113.58400001004338,14274.81,4750.24,493
9487033,272.0,2854.87,-3188.39180939817,3.869,3.676,6618.7994612429875,54129.47,2390.23,192
9487033,271.0,21230.81,1947.31356525495,3.908,3.69,7143.029127965858,14996.8,5.98,190
9487033,271.0,33666.28,4922.021983813284,3.906,3.634,-113.58400001004338,5.98,5.98,408
9487033,270.0,8.69,-6014.845142765738,3.803,3.699,4911.1224761622425,20988.22,5.98,291
9487033,272.0,8093.4,1239.7846717497057,3.931,3.723,5026.903207203079,13874.7,13592.07,394
9487033,273.0,8.69,-11658.27821010165,3.85,3.537,-113.58400001004338,22109.12,7558.72,472
9487033,271.0,8.69,-5183.707895761228,3.847,3.594,3768.336170946925,11632.86,5.98,550
9487033,270.0,8.69,15426.28844588281,3.834,3.679,-113.58400001004338,14938.73,10066.5,395
9487033,271.0,7959.55,-15037.805179702074,3.829,3.713,8185.556729459331,5.98,21149.11,195
9487033,272.0,8.69,11628.63408006072,3.89,3.651,5251.767868520001,13074.69,7349.72,295
9487033,273.0,21654.8,15158.620829720852,3.925,3.666,847.8111327947172,5.98,16384.62,554
9487033,273.0,12958.58,12186.537965653726,3.844,3.498,5572.429647171314,5.98,5.98,440
9487033,274.0,8.69,13142.751644637521,3.749,3.606,888.9972465091428,5.98,7661.15,420
9487033,277.0,20817.22,2596.6864043699316,3.941,3.729,3768.336170946925,5.98,3127.26,354
9487033,277.0,8.69,-20734.28493563597,3.84,3.456,4328.140585195362,5.98,3630.41,464
9487033,278.0,8.69,8566.932319240324,3.877,3.644,-113.58400001004338,7533.2,19205.66,606
9487033,279.0,7160.88,1635.4931694640406,3.908,3.617,2913.8774203605853,11354.02,33538.82,559
9487033,280.0,8.69,16307.392800585836,3.901,3.666,5570.780341644545,5.98,11223.63,325
9487033,282.0,17696.91,-1458.6354554872457,3.806,3.644,-113.58400001004338,8800.73,11192.81,576
9487033,281.0,8.69,-2966.455812723405,3.93,3.776,7592.85476438335,16783.61,5.98,318
9487033,282.0,8.69,10157.47826014085,3.908,3.594,9163.810388519123,3048.9,5.98,476
9487033,284.0,10880.48,12424.693417078894,3.837,3.673,2122.6026884302582,5.98,14971.66,499
9487033,285.0,8.69,-7038.618220218693,3.845,3.619,4472.342180633939,11420.08,44907.93,335
9487033,286.0,8.69,1239.7846717497057,3.873,3.545,804.6603811375662,5.98,1832.8,325
9487033,286.0,8.69,-711.2096076307844,3.81,3.708,1188.0948043181234,5.98,5.98,401
