Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
949.9788384625833,1161.2543485567053,327.9005782811895,3.8181393154580894,3.7018947841549266,1559.534778943529,2230.423874706149,7383.10427581386,172
648.5882014465205,1454.3069474596969,422.39118002963676,3.886795155801909,3.5341757391016393,2392.4400525505175,3504.9954068176203,8149.639337544466,398
1052.7383840181374,778.8583588997221,260.632141883297,3.814136957208686,3.6850494900292348,375.3210800370948,1754.5537863410914,7045.041135120122,66
274.4680220038553,1879.960710721808,649.3323223168044,3.9865882615555437,3.4283618870587613,4220.951454290516,5137.266620445242,8613.045769671346,852
477.1773580712445,1626.840832703635,421.4836155529267,3.9018460273354467,3.535853259341512,2952.8987699710005,4043.7393483583455,8495.93112909436,608
892.1818640775566,1131.9068016598117,327.0537071542434,3.8095283569876393,3.6684491356620104,1716.444343616237,2557.9185710928728,7824.264219670618,353
313.8170525059507,1826.5704794626245,625.6504546728044,3.947804295105816,3.467849301851302,3991.772404076894,4990.034731679436,8622.741554950795,745
912.2957409988979,1141.3332958847504,376.68127287988534,3.8806455413009786,3.6172942523760026,1888.1948975229957,2486.582084519479,7380.76671608096,360
95.17619720671098,2045.6201678338407,850.165330086403,4.039612234725003,3.376617234784512,4493.827371465469,5934.317269550907,9054.222773784202,969
996.2812749549958,970.2373783125036,266.3163635735174,3.7832828058199626,3.7004577553683626,1349.1022581296843,1893.3002944429372,7205.205408874316,125
321.84282689203667,1834.450425189892,554.1496581818564,3.951209023185741,3.484940591208566,3954.971026229779,4893.430994255448,8529.788540153986,863
271.4082407271757,1925.9870335800451,585.5349599914698,3.9785109077331597,3.4699381048441724,4173.448877197306,5152.905722191078,8941.258135705455,893
1066.1411819293758,851.7034894077465,206.5518596879799,3.777613812151599,3.71778157490463,1134.4884470329034,1755.7907907778258,7271.843606974791,57
900.9529559953978,929.0644258903517,290.18514257823335,3.8398291490545624,3.6613716027331815,1411.8840603916333,2169.583898444379,7617.543649451971,175
725.5841163871156,1377.806803303893,392.83179557062465,3.83594515976612,3.5786502376105847,2445.4389890438933,3252.4649336411517,8006.5271229686705,471
388.8750031551697,1702.8946545740723,534.5864113197113,3.947508675618861,3.4868310054009215,3622.01060464093,4594.021654077638,8786.56582485201,716
603.3844017630872,1386.4682684313543,377.82914914996627,3.8468466967187287,3.936248183614654,1942.5665522458376,3275.0428313660386,8831.496979599386,568
212.16313448570372,1604.8243021011967,687.6320710022273,3.9812256235728016,3.506901782103466,3291.261409056073,5035.708165208472,8224.567558677958,958
821.7846717782855,1228.5781776195204,346.9669287019459,3.836221930980051,3.6322705757791987,2029.9646202678207,2856.1560881720984,7742.046199659499,261
185.56233316164543,1941.7761296851877,609.675775963622,3.9673030153003848,3.517112595053214,4428.069375319387,5211.5944431417565,8848.92342190896,938
222.78650139492566,1932.0247263473407,609.3070865105784,3.958664742074823,3.4812255675619337,4330.786454106066,5165.175389253082,8877.04793954376,933
894.7848119786049,1045.2345080748105,296.7893089806877,3.8231716579850477,4.051255676450608,1371.347899174425,2141.7881830824963,8560.76322490414,246
668.7564865032625,1373.300599464436,421.5541126575979,3.8762161763899847,3.5902944213765076,2191.335768475614,2751.650073376536,7513.344327238596,401
233.21388515148737,1925.832927423714,621.46137945411,3.9878553262500294,3.786838449154546,4243.319713317748,5305.8860426041765,8895.152488952313,852
890.7997151559957,1075.449698591539,293.08589871717766,3.810832396441757,3.6726595294736604,1995.8541432897066,2603.1101591443858,8230.43168850363,222
219.56852383480106,1882.0568671441738,636.8919579712923,3.988122667785409,3.453864874913515,4160.331217279292,5254.496707760649,8769.328759001313,998
224.53166764926772,1914.7512965002134,666.5218395349755,3.9968818293007953,3.4506064536163965,4182.324178381011,5340.053355093146,8635.205290620339,831
302.9388577609477,1836.5909195818153,619.166007642294,3.9761885844852904,3.4867953934359632,4081.2781498161394,5110.810689382004,8413.191371798108,893
1036.052271446227,1131.5712136746615,331.6199134924095,3.833624751126908,3.680509987149503,1515.9034708475328,2231.2586109133226,7016.513035801995,93
577.3645859949401,1384.8478823170494,390.79205002167987,3.902471580512552,3.5688815987965343,2432.7129433390764,3634.6667244007413,8203.501593480705,526
716.6095650867553,1353.4890789820784,386.01662689315276,3.8534154374090583,3.6229552477655784,1714.7577748302278,3295.4489480944317,8317.592129920024,402
368.53113064522006,1778.8769398003474,577.1762989068228,3.979938643536304,3.4789053922683375,3789.150780089268,4921.780797826575,8687.267822821455,724
131.69210386917672,2041.240591229462,692.4279484329243,3.997111033435548,3.479824616623405,4490.872878864071,5796.531140561397,9133.870635749368,945
175.80130788028146,1924.0056602844566,591.0649735730318,3.964859615347262,3.4713635880786664,4203.157074319911,5220.60571717624,8978.14256171374,987
202.57554831605466,236844.251513105,1335.5183768554455,4.286987276504339,3.3134586430593265,81159.89324943248,108486.00063831071,109569.43375903623,795
969.2768368525775,1168.698024003348,363.45935857587835,3.84207633258283,3.6459754061945153,1836.4027458185574,2410.3721787918635,7498.0872031185245,87
804.8487242332387,1280.1533250936895,372.30990755488074,3.8328023677209053,3.592480306378711,2288.455401987014,3233.407429580454,8354.262990939476,275
303.86966887407436,1843.930933268629,534.3852226460237,3.977743113286664,3.4691051035709486,4076.7767031606463,5100.079910937063,8921.739108277892,840
477.3211720660272,1612.0123336062684,526.596131166862,3.9408790894633334,3.4827033469723383,3509.756403252528,4333.75447531017,8575.62202250906,709
409.05487659092506,1706.611374108626,520.6742726281149,3.977240051122311,3.4794833050765557,3592.7708119748163,4356.504269281602,8408.304541408694,739
683.3158380988881,1357.1289666858193,380.03688123512234,3.8727804929959677,3.581895739646419,2308.003396914992,3164.5733856307575,7969.599056215991,464
803.613097310043,1084.2369944636084,327.4216351505951,3.833741503318513,3.6514995088729227,1719.0847005343614,2415.275015440068,7430.105052879162,245
1021.2652180472405,962.5762019679601,321.871127881172,3.7985036912306525,3.6708397100998704,1336.412066431697,2087.7623509143923,7391.173700786509,89
199.94250605170254,2014.6524118205252,712.715045216313,3.9911134374030883,3.438439079821074,4531.09192478303,5581.85166500956,8870.170028752049,875
419.0101515100463,1659.8265710745623,462.4295480919234,3.9621304902913286,3.534842170823355,3333.1994315035454,4186.108616582011,8415.26682049814,738
429.3590986444759,1630.5443732708572,472.72479539554797,3.943866358309277,3.518857941259813,3184.258528317133,4809.538391411474,8440.125527200065,711
722.9022636080181,1333.227615132676,383.74715117314065,3.896793281174118,3.6247308032920427,2025.4121752916935,3192.7800451309818,8241.97102866724,448
199.26061053271525,1991.3567175215244,742.1248395389315,4.007961264715231,3.426038492334035,4481.687721975785,5502.183302828442,8815.707293690171,933
268.81739151119734,1884.39132171563,655.1359876791322,3.9908718809403276,3.4485705570965997,4260.634550028061,5393.8757844460915,8816.158933505632,850
125.10328441585426,2118.4834111251703,798.5034868585773,4.0000863036922265,3.4025025594713054,4903.161017587485,5929.284646271228,9167.94171890044,987
698.9761739602785,1341.2067976727117,380.5906309214067,3.8844182371398364,3.591457917343353,2222.786468156621,3194.675612676359,8155.621794336123,380
975.7550655854106,1098.974929644448,296.5693530252594,3.823783512979269,3.66034251530776,1500.9304199637395,2268.756315350277,7866.332907162638,278
172.8078481117085,2094.8432789468957,734.6269067801654,3.9939194493627794,3.4316972728817623,3994.041014354765,5717.007363336002,8985.330565508595,940
1062.354880091183,1037.2961530463294,306.44083819239006,3.8066167643716153,3.704905099624281,1332.4751106173394,2069.447175611638,7316.315429559088,31
116.63631063625292,2087.3804582292996,710.643489157639,4.02574620491759,3.4183868676435476,4678.463265403265,5853.80001570531,9426.636130837049,1006
60.17380307442011,2180.8239533061715,821.810284567599,4.039720513981169,3.3665964853222654,4976.949058658538,6067.757643556955,9470.462938649487,1028
1051.5904926180021,727.1532064808839,227.13574078128931,3.797713583855454,3.708950393020419,500.74976390525126,1516.7256976241938,7004.22820433591,81
588.145434150616,1450.5041479549723,410.4695482090078,3.9066707203592927,3.5276269860678497,2743.8187536859996,3634.130731056638,8303.796977877339,550
850.403033077117,1095.4302225520014,307.49821270893494,3.829246043042263,3.655015112413206,1721.735926575731,2423.878150888179,7631.604042303859,251
340.8785170532285,1730.3078801124648,539.0167435883595,3.942206750104867,3.5031651898644833,3628.067735737216,4523.69789605773,8643.973805283731,679
1045.9961415366374,564.2338535872664,126.14851854168523,3.763849463179476,3.6819195458759144,1231.7613068054256,1752.533769284506,10998.570504684125,55
702.8601392625657,1339.6102915227161,401.6632031038222,3.8925881529024955,3.6162239673121195,2724.025000979813,3423.437993038153,8112.1832501534045,568
505.27184484833236,1625.6878168728867,510.17882621628803,3.8992311518869807,3.5404857374653353,3164.7057231622875,4131.622040158596,8564.31526161804,564
887.7137952161866,992.5782280349081,291.2889528244157,3.826130163996317,3.6512312754522784,1515.9201591538053,2339.5376030233374,7632.123542334425,376
403.6002725666501,1709.1512642223274,474.47747751542136,3.932907400665535,3.551135801998136,3545.3182782893196,4540.268927085397,8466.989718415602,717
1079.444371468402,1041.494660816949,311.3633668766396,3.815460279808139,3.695499876331696,1463.960173298019,2144.648341010742,7294.112191703842,44
459.37463162091046,1613.9288076782873,475.68929194182647,3.921615733448815,3.5474312570372724,3075.7184239545986,4089.880994301689,8456.068165159766,630
374.0535952245915,1637.3746183063522,487.6971833488615,3.9342391813221913,3.5321376002760623,3318.540996656372,4256.810352193688,8432.610236862718,684
714.2961150051491,1348.715033096983,404.11792942124816,3.8995081979889563,3.588409210332081,2511.645185970814,3403.5689766954633,7943.3454926936165,510
916.951689895471,1350.7188556239976,449.6935691094586,3.8342716851988237,3.6223697132457677,2078.0831330496885,3023.6000372370345,8087.9360755667,321
267.1370959599409,1560.3437496874385,453.36582529142197,3.9541816085241397,3.548238100981424,3376.4563268062275,4045.36539381945,8348.389564607063,671
931.1684681687054,1256.7218734188396,349.8367539449258,3.7938919801165483,3.674762970284502,1771.3101958065192,2595.376866517944,7950.749986568648,130
964.8273764868603,1163.0478975993533,322.34903385523796,3.81156896116061,3.662443403327992,1605.337387432985,2467.1128118591228,7732.497025955893,184
689.1265346744154,1258.2292463851913,355.39885373605375,3.88556175326534,3.6179945436468377,2359.4412071498027,3327.5774976385187,8230.349086208966,445
800.0683975464246,1243.4708679489272,399.1765021696215,3.868698959498028,3.627399309496435,1572.389896851978,2815.8495582671885,7570.520252314967,299
620.9998485194251,1605.4740097033377,454.6444948768876,3.8777154584412004,3.560019515624792,2587.4686475482686,3850.858440705285,8439.161946418404,554
443.84526704102865,1585.819659653152,460.51179028456113,3.86479526453068,3.564168526682802,3243.967789405763,4178.838798842003,8626.136469752502,551
429.71474141557644,1797.8285308205795,524.1482382668171,3.924318921961402,3.5310889739409155,3515.853923846881,4459.999452566191,8829.487258582445,707
1094.132290483672,924.4150455138051,256.39508176445395,3.608747010436407,3.7250817317200773,1269.1559999712058,1760.5464214327735,7026.143702693213,45
1063.8968044403223,1006.3359784423128,285.65675963194894,3.791266133684964,3.709274418827663,1313.1555919178181,1941.1072541603176,7414.020887147608,52
791.9332328466471,1175.3110188879432,357.80035685643384,3.8336563599420077,3.6626419910904824,1938.9066921751194,2682.8336286618833,7813.522046629852,340
872.8820282520467,1162.054939478734,377.0795803725282,3.881006888145914,3.605271365982391,1994.5635830525525,2574.6622098204316,7724.543976301629,168
839.233882380605,1126.1926905213068,326.88973139422785,3.822729077708207,3.690572564948826,1718.4148170191254,2516.5051161212755,7504.246184055592,256
165.47379474436497,2116.794910325764,779.1150402571789,4.0007468802221355,3.4197217200776477,4813.840491192549,5719.862390494675,9018.11458942839,969
1106.6565800915969,883.8202861743666,215.29375010991532,3.790416664211476,3.717813823373645,1281.5774649136206,1763.5044796431694,7136.461868544708,29
1075.1482711029976,841.408348574972,230.25022993649088,3.801265143489164,3.7219992528198236,1117.493391717575,1635.7824914981643,7134.378765577988,48
52.12735485529964,2125.628048649391,820.8144305003282,4.043125562906642,3.3489495001241476,4767.1487646585865,5919.537702030143,8908.450006557734,981
227.5777439125282,1743.607840246702,557.9491432741728,3.9650728244341202,3.4613747434537108,4115.700801573979,4973.550062466511,8795.995576762927,856
208.04053911671014,1947.3037735545176,732.8543668872329,4.000857004919845,3.4210772720528424,4588.021065052427,5654.529890814117,8979.797178069704,977
290.1104878092239,1886.2015970581715,536.3620889393567,3.9441383399486556,3.7489359823784465,3478.347090506964,4752.430065064173,8534.775770912156,840
131.90499825581418,2031.2773804256008,711.163170221246,3.9949486565526575,3.4103097569285827,4462.84536609972,5530.166518270988,8922.61192316578,984
663.5931755011975,1417.6789909129097,406.7185272094133,3.850031387519905,3.5776863744263516,4378.033432701889,3286.679216233984,8685.708827677685,547
926.0503638471303,1102.5797275179907,291.09870680853237,3.8159833254644724,3.664234106927436,1696.243792570364,2435.526862183901,7718.204377519308,216
365.1258602255281,1859.6900872319884,618.0067029575538,3.9759421127950763,3.4669323635130898,4104.9256604727125,4991.895564165628,8500.247126361199,800
693.7767463830319,1437.4725166105495,448.19122982612157,3.8660843244922236,3.576662947020177,3636.0406502969954,3269.019321242734,8567.954389416083,380
498.4422380080921,1502.9558590047614,459.6229118566042,3.9129743491214395,3.5527578074206994,2935.9063195088092,4036.3340918668496,8343.028650454784,595
675.28731929771,1229.956106134498,386.6677314431997,3.8614808147776327,3.6283721200323753,2444.1097289793847,3153.41389128976,8234.583280880644,419
406.86942569482346,1641.8790521669853,499.9732026935054,3.9502486681166644,3.5352623281710853,3461.917414417077,5324.749173446944,8507.286367007731,718
360.2788976332513,1866.9712786225296,581.3212555873639,3.959582114195563,3.499877331034402,4170.900783436983,5045.50973271236,8784.184167403571,758
810.1182113299342,1145.3730955540937,358.76082944466214,3.856261100908482,3.6517980367332825,2028.8929443552947,2823.457548014346,8079.504367678,349
103.3411884496445,2174.339989877892,889.9580852874766,4.042930839467381,3.3576692061707423,4949.346797059656,6203.852862003627,9084.353242423991,1004
135.60024363866506,2056.8418925813107,832.684542555045,4.01408583436501,3.3795948366262802,4787.547775110834,5809.968873526782,9000.204138513884,966
362.46941266937847,1739.6919095954354,546.552059932125,3.9491625626517695,3.5226379532457535,4012.155534320329,4628.84767695552,8610.300248948308,694
507.8077090956684,1577.6832439941945,481.0327281205107,3.89539069936749,3.556678442265856,3174.39714249867,4048.053029168159,9910.37412301528,609
696.3510611996924,1226.5381885251895,312.28700071525975,3.692729703044643,3.614117815036125,2323.2343710663936,3238.4272167055497,11073.913100667398,360
714.3133411023117,1316.4716090952838,331.22031940052887,3.878973421340071,3.706514238993757,2799.0505684305062,3199.528906566768,7714.705311377356,457
195.36583358427117,1974.8661198088857,658.7379404027382,3.9885979415143273,3.4279997112112106,4681.980539695475,5497.3016243961165,8803.52505224625,899
220.05490047178887,1905.671924622433,637.1740120327953,3.974666036512664,3.462037823037034,4183.227471449115,5248.418985030709,8530.62270289915,916
250.53612320923764,1888.3960168049516,607.091063737476,3.9682898696901345,3.4468334412149435,4070.68827738342,5135.150058768119,9023.099839978264,957
311.81684558300515,1821.5727967530365,534.3248509460693,3.967977651144416,3.4650775561053795,4074.654569245421,5039.5326270582955,8940.567499980903,835
679.4723705128046,1518.1200696170504,423.7074793606704,3.8777735567151805,3.544739116061569,2704.9971459473672,3495.2110366445286,8183.806822566771,530
988.9839436532473,1142.3749284230466,317.3600089960902,3.8226947215467124,3.6779330624891466,1636.1388127064238,2474.7089374195452,7532.8655252791,179
999.3933761388816,942.3614508097044,293.4124979951523,3.819739025618599,3.683222946292953,1240.4123960121956,1806.9778940382812,7267.694842106737,110
398.4932496829649,1753.429939488769,566.8211574547465,3.9466758927851515,3.512452254704373,3620.5220527804804,4476.160655254482,8706.58841052909,733
206.72071433648637,1792.8073958915656,541.5395480726037,3.9572503862191146,3.5171606494135066,4055.36040479639,4816.07271204677,8618.393969553525,966
542.6415777055505,1594.5089650725422,472.08092509434107,3.889332159818077,3.5412550398911278,3017.0689942367826,3794.1995796145857,8451.58426907789,568
892.3938045379125,919.5046522599182,273.73402829411407,3.819629231902154,3.677108719850947,1468.6098718042276,2285.915224318234,7666.731833147949,240
115.85265272461828,2072.621784796565,736.437073136525,4.002109400673028,3.4090895280109343,4802.913858546388,5926.9744669254815,9168.552308512672,1044
251.514868592502,1943.3226781828585,609.5484026390687,3.9793478347265387,3.7812509806975805,4208.722552382923,5197.972375897951,8897.242179919713,986
737.8266642678034,1276.6481770279738,363.74803599774395,3.854304878035604,3.6283339362286346,2163.4362170683744,3054.6110775798147,8409.70717625885,335
86.74366645248222,1973.6333590571753,711.5532986187335,3.9977441985928537,3.441340789086986,4535.426579999631,5725.022980948717,8756.37907259947,987
745.692700555566,1504.5224488251647,409.484787778023,3.8535706163961696,3.59462449270962,2742.3194792277873,3379.6601632862926,8048.102890918421,439
256.8048169200324,1916.0713762072724,625.9426833711377,3.948976891052987,3.5001181457223036,3973.033989084869,5002.266117579211,8730.92151473161,851
527.1004220703123,1617.5320125708877,476.2465403903242,3.9163725021644797,3.5342926753649215,3295.529954519613,4185.492168698779,8764.438748854347,595
896.9024132680656,1150.7782568887592,357.44285293962196,3.8518363088192773,3.670036181748091,1677.9095164454156,2454.830142900975,7842.173185428902,214
751.192176627009,1347.4553981667855,402.3665330800775,3.856484286108746,3.6035594368256367,2181.7170379223016,2981.688957162467,8181.9403905646395,343
765.9213181955308,1188.5875710522246,318.386058759761,3.83893554571243,3.6573345362903082,1929.161682829858,2732.4899273758524,7969.207622348949,322
923.0770321701874,1022.0497324488201,304.09490828194953,3.8236997097179244,3.7026919440457036,1332.877523491548,1899.1647820950789,7165.983423133131,158
179.66132897138124,1944.4134571331856,692.0027667704856,4.008631137509078,3.4214653160197197,4440.769536485763,5616.505432274176,8924.31170350329,942
640.9091423953766,1322.9540532917385,363.2450019528478,3.877256426665272,3.5893596425672945,2484.863355380443,3387.700455078382,8048.392248855838,492
384.7752811542241,1737.7040758771373,486.67339005706845,3.9202194860387465,3.52773423993463,3768.362471575487,4568.145434830042,8899.835110361086,697
634.1041062275926,1342.088689622085,358.35121825871477,3.8725754640368524,3.6135036131384526,2130.7754138705927,3142.1842311291107,8158.2535292439325,498
1070.6944226956762,1014.9288126408492,283.90224525691076,3.7803190425682485,3.7172602770828935,1393.4383027468648,2055.637167433275,7592.502392297654,51
1060.780256009151,999.6521254054383,239.01333611728808,3.770156623967559,3.7135196475005245,1352.4499501079254,1991.278944227994,7464.782079769153,92
568.7703938728404,1551.9770874393153,462.8362172488098,3.8829973450758515,3.5487288523439795,2861.6908443902526,3711.549710494442,8781.601747298544,579
1054.545095344705,1160.0480194887764,331.7340794819288,3.7988644926870916,3.6931915394625694,1602.9797923976325,2317.449379292125,7579.7554106797625,118
980.7917585622627,1166.8670989078532,354.59228729951974,3.838930637984117,3.6367141607608446,1799.1043066251154,2535.5483092122604,7919.902111311366,244
543.3379355573561,1466.7115785553165,429.76443738368005,3.903653576463305,3.53340294480311,2705.8831452064446,3689.801240428854,8726.033408631081,686
451.27820552639116,1665.1987665536194,495.8066610132496,3.9223536461956594,3.533109939888869,3325.8552568689574,4277.029036005191,8181.580525787566,687
492.3237181461615,1654.6700991396697,482.28035521722074,3.9221709032575354,3.537863874777571,3359.997294918232,4053.2067817867064,8474.751811252443,637
283.4989023838614,1733.3932482002715,559.2041814450646,3.9680731090210197,3.5017742113532044,3895.5643718081574,4669.426144880052,8562.175532310208,817
269.20721498232143,1924.7829759849415,660.8953572676974,3.981501245550156,3.7345035039230075,4101.999334270823,5097.387522620034,8640.591114460165,747
656.2952706783714,1461.5102524070426,404.1652578932142,3.838391199862896,3.572482625330563,2360.432105949582,3215.772104178925,8552.203584135166,507
204.4385164677692,1904.9017478365408,602.0706222255088,3.989876988993622,3.4664301417628547,3943.9888846886674,5117.872489940681,8921.615459502109,939
926.1298603671944,1116.2323706828588,354.0697835947275,3.8739967572111196,3.6380775871297915,1911.3622964802432,2616.3743021357564,10853.991302177537,334
757.6719389935334,1240.1843122680534,335.81727283476835,3.8682276114577805,3.646451178700315,1352.9667869006453,2918.4943891394705,8057.348426336312,381
630.9698832839147,1262.8881551477443,367.1897414734117,3.8698001794855355,3.845352917690438,1913.626930138568,2870.7702772395505,8060.2159964361235,466
499.4718267101913,1567.9424494669279,435.58284940513,3.903247415810549,3.5441081382853667,3150.352604734244,3964.021116091112,8249.82046487438,631
627.4290712751407,1222.3874111835416,322.3928701292724,3.8794778341945197,3.746265722225499,2252.459725591324,2755.318762000596,7707.091448555833,492
214.48526975183125,1960.3633558145457,611.5175952869469,3.9877970195920622,3.474112172840054,4173.488968216273,5383.33313569877,8849.864401659383,955
326.4359694159938,1795.7072996981979,546.1312829027914,3.978181760513486,3.4775011207963558,3910.218803618205,4864.226375088526,8356.82071556218,769
1026.5280739597629,991.4162959358309,298.3805959238384,3.7909807685306562,3.856521597329077,1313.1676858312098,1967.0023765870374,7680.577830370747,132
1093.7888586344575,903.7238160559577,245.60437395609017,3.7867300640989288,3.660896894012995,1101.3631105430313,1528.2262547399068,7564.199503592397,29
885.148680090125,1247.5861867147883,350.63691364239753,3.9112229990738867,3.625708098351193,2475.314631996297,2835.0210343515696,8096.108242885226,239
164.86114136213968,1988.9424959043713,654.7782868338654,3.990859521459972,3.4158839223699116,4613.166761034396,5527.2105534773855,9016.759517658296,963
773.2647433953671,929.832773698125,296.85153837239886,3.7964227320868282,3.6733316916610903,1530.4455490806422,1972.5860587325565,7133.037859913404,241
582.1234945359403,1395.4185498535248,436.5490099435606,3.8701252727396134,3.572968918086865,2615.0701695885346,3344.522827540575,8229.577833158164,505
359.94274636138545,1798.4461649314353,563.5454167164875,3.968855526450884,3.498686788927458,3917.02722928235,4777.933345908328,8548.432010866787,813
319.9013316294896,1753.1655046523688,540.0326384080453,3.950140197075931,3.501711098393401,4065.233185119369,4835.082934617062,8541.77767320801,754
141.2929020876701,2026.2176304585623,676.6146197710269,3.990913115789459,3.4191815353108583,4595.7592246898585,5670.479780974001,9046.848173438273,988
723.8318651578702,1206.1251407392806,349.8592563030255,3.852590873208404,3.6231007612587542,1839.2981738115875,2856.1971683631314,8048.948744508724,329
641.9239756949369,1477.5884155538947,440.36922175574284,3.867285600752023,3.6495822415466908,2748.127972957264,3653.211187886978,8599.135834569108,439
862.091047426657,882.4497325711591,247.02630242812813,3.805368641427796,3.6688846833827156,314.90923441347013,1954.7466835419855,7661.121941123119,109
313.95003443549285,1946.5859586421875,625.2408828725479,3.971199309555369,3.479634998478915,4096.156198422052,5144.775164923955,8762.650773085756,760
435.56503774195244,1686.329481753622,473.13654202442694,3.9204246807666756,3.5275249348471567,2934.5003488735424,4279.915479465313,8492.323608467212,695
803.6837692462943,1159.5805680811904,361.7463304619812,3.8701304089707005,3.6134670373610445,1374.3251225263107,2904.09553328341,7875.524767511399,275
1087.2715435753698,758.2123819004919,220.5878696597755,3.80261362163244,3.705144121042498,1105.2637846172129,1609.629320046873,7578.1966821024935,53
433.97053978450833,1651.0943436686744,442.5220469055647,3.884569963820049,3.5393746497661773,3055.3788761358783,4016.3321301064293,8682.662658021844,641
953.9268028529499,1125.9236832396095,303.6786015285396,3.810638188570874,3.676680671563618,1632.2979995352175,2365.3147947227694,7699.736650292876,138
917.7922838969159,1079.711306107256,332.116593312498,3.844976530233826,3.674261054222667,1772.1892177135974,2356.963165810642,7715.420890110267,237
964.5946193366678,1000.763318111543,255.2182373186747,3.805037644934302,3.667446603243653,1538.8430485487993,2086.5065723799667,7835.973495978958,170
612.9659266752959,1491.685784335732,443.4084957287108,3.9090074824211163,3.5652996469382736,2652.9911734943526,3688.639237690877,8305.628486097681,589
234.62869884322328,1880.957267799371,660.1630066014891,4.002235401794569,3.47083737408026,4022.9380098856536,5187.798062326055,8481.477169843416,901
530.1993646105832,1454.5514479095846,476.52221068775134,3.858510495305539,3.564260764560668,3043.544302662165,3822.816424905658,8065.639710800096,571
571.4235805855666,1616.5250421179067,494.94255700543954,3.9263931338630154,3.544389750446494,2903.473989293783,3428.803450002686,8440.884613394119,533
574.0722067838494,1612.3692719609908,490.261587328108,3.889863308268013,3.5775477913953666,3435.9831883466463,4053.8357955848555,8798.419846770685,479
1081.39090465766,924.3442463608194,287.30946199586447,3.810010995078281,3.69470768710898,1048.7343662641933,1827.0747122481525,7107.0546329045155,73
401.26398288693406,1178.6560428693238,484.82710209889035,3.9187016516221442,3.5219014999114195,2572.0872157381714,2871.936072851206,7441.42224794467,722
215.78636214199463,1902.6368829325402,588.524754049103,3.972668561680498,3.7861317420555127,3984.9118073262466,5052.85082996362,8700.02512437105,766
898.2192419784355,1043.7973147688554,286.4832420995433,3.788828904148012,3.657165503731366,1396.9277051295576,2467.9243411955404,7716.284832141745,134
178.7138105663036,2020.7438234451479,662.2483476519978,3.9900361528024284,3.739410773577693,4415.158158442393,5289.411846055546,9074.784571284847,995
891.6707007931227,1170.9566939814626,345.3623687809427,3.8437810238351084,3.6433012150601,1905.3039473177764,2741.315264463141,7996.996361394136,279
232.72962225740542,1857.1033516787274,640.7865726358323,3.984932608707452,3.4832683850991386,4188.568282270848,5070.065889775526,8685.917130358172,854
562.5440125066912,1547.9986700824916,427.11745309799096,3.8564770014717644,3.6135113178778084,1948.5806214353336,3448.4754331382983,8742.06605086598,400
695.0255717683232,1231.3698472210267,331.16567831860846,3.864481993053502,3.615562028882575,2213.3883124426375,2999.6001504903284,8017.190925457985,593
